Estado,Fila,Columna,Fase,Batería,V aleatoria,V determinista,V greedy
"(4, 4, 'en_camino', 8)",4.0,4.0,en_camino,8,-67.31715529911703,39.166937053399046,30.335357796909474
"(4, 4, 'en_camino', 9)",4.0,4.0,en_camino,9,-63.76255980867782,46.536265724512674,35.26027691128683
"(4, 4, 'en_camino', 10)",4.0,4.0,en_camino,10,-60.390750789138565,76.8418370720075,46.90226901197187
"(4, 4, 'regresando', 1)",4.0,4.0,regresando,1,-97.4193548387097,-99.55801104972376,-75.17241379310089
"(4, 4, 'regresando', 2)",4.0,4.0,regresando,2,-92.15220770545088,-95.20893745612162,-63.678160919535095
"(4, 4, 'regresando', 3)",4.0,4.0,regresando,3,-87.46173815466571,-91.44408290345228,-51.59763509044031
"(4, 4, 'regresando', 4)",4.0,4.0,regresando,4,-80.59791762529682,-5.345672061562218,-7.739163694002483
"(4, 4, 'regresando', 5)",4.0,4.0,regresando,5,-74.30671133522834,-4.154286238434361,-5.51856006125884
"(4, 4, 'regresando', 6)",4.0,4.0,regresando,6,-67.9784667306869,24.47548714572534,10.864162782342836
"(4, 4, 'regresando', 7)",4.0,4.0,regresando,7,-62.18524595732865,24.81690750334655,11.421695875295153
"(4, 4, 'regresando', 8)",4.0,4.0,regresando,8,-56.774345487931996,33.08467023249712,16.066389286869317
"(4, 4, 'regresando', 9)",4.0,4.0,regresando,9,-51.83733833590434,33.180862312682905,16.215909364941204
"(4, 4, 'regresando', 10)",4.0,4.0,regresando,10,-47.312489643961236,35.51341140066675,17.486380307454517
"('COMPLETO',)",,,COMPLETO,0,0.0,0.0,0.0
"('FALLA',)",,,FALLA,0,0.0,0.0,0.0
